Customer Name,Sales,Profit,Quantity,Cluster,Customer Segment
Maris LaWare,2921.5,-76.17550000000003,51,1,Regular
Mark Cousins,4432.138,1802.3903,48,1,Regular
Mark Haberlin,400.016,61.428599999999996,25,0,Budget
Mark Hamilton,2456.1820000000002,484.77330000000006,45,0,Budget
Mark Packer,3206.132,600.2873,77,1,Regular
Mark Van Huff,1560.05,189.0258,52,0,Budget
Mary O'Rourke,922.487,59.357699999999994,15,0,Budget
Mary Zewe,2564.906,787.7503,39,0,Budget
MaryBeth Skach,475.65599999999995,84.0268,21,0,Budget
Mathew Reese,639.178,162.9363,29,0,Budget
Matt Abelman,4299.161,1240.2266,117,1,Regular
Matt Collins,1303.893,210.7493,40,0,Budget
Matt Collister,2426.067,288.98409999999996,47,0,Budget
Matt Connell,2258.192,195.4486,60,1,Regular
Matt Hagelstein,1252.8,122.3612,19,0,Budget
Matthew Clasen,795.154,-247.94350000000003,33,0,Budget
Matthew Grinstein,3785.276,341.898,57,1,Regular
Maureen Fritzler,937.039,-341.52650000000006,36,0,Budget
Maureen Gastineau,2350.188,25.888599999999972,25,0,Budget
Maureen Gnade,1342.282,-398.79319999999996,23,0,Budget
Maurice Satty,1613.402,247.4348,48,0,Budget
Max Engle,1908.4532,77.81280000000001,46,0,Budget
Max Jones,6320.746,1054.5529000000001,50,1,Regular
Max Ludwig,2071.9139999999998,409.51120000000003,53,1,Regular
Maxwell Schwartz,3144.678,280.85839999999996,73,1,Regular
Maya Herman,2203.7780000000002,238.5614,42,0,Budget
Meg O'Connel,1687.0269999999998,169.34369999999998,49,0,Budget
Meg Tillman,2890.139,509.0068,31,0,Budget
Melanie Seite,370.348,19.431199999999997,14,0,Budget
Michael Chen,3805.714,698.4174,45,1,Regular
Michael Dominguez,1204.91,-4.040300000000002,45,0,Budget
Michael Grace,1242.8329999999999,-470.7684,23,0,Budget
Michael Granlund,776.384,171.7372,35,0,Budget
Michael Kennedy,2302.368,-405.3559,73,1,Regular
Michael Moore,3794.0800000000004,82.12499999999997,68,1,Regular
Michael Nguyen,2477.946,290.8227,36,0,Budget
Michael Oakman,154.288,-82.0074,14,0,Budget
Michael Paige,3983.6420000000003,638.1563,62,1,Regular
Michael Stewart,855.116,55.226,49,0,Budget
Michelle Arnett,2453.284,280.7822,42,0,Budget
Michelle Ellison,1256.944,107.3604,15,0,Budget
Michelle Huthwaite,2984.948,476.9032,31,0,Budget
Michelle Lonsdale,742.082,138.71620000000001,18,0,Budget
Michelle Moray,2749.881,-520.3443,73,1,Regular
Michelle Tran,1319.4498,-23.676300000000005,44,0,Budget
Mick Brown,1428.231,117.8057,39,0,Budget
Mick Crebagga,2218.98,-64.1668,73,1,Regular
Mick Hernandez,5503.093,170.9746,79,1,Regular
Mike Caudle,1581.9979999999998,121.7565,34,0,Budget
Mike Gockenbach,3061.543,-93.603,42,0,Budget
Mike Kennedy,1031.602,227.83380000000002,43,0,Budget
Mike Pelletier,5087.92,226.4529,78,1,Regular
Mike Vittorini,1734.574,273.8582,37,0,Budget
Mitch Gastineau,16.739,-1.2453,8,0,Budget
Mitch Webber,5341.900000000001,1238.422,51,1,Regular
Mitch Willingham,5253.876,1665.516,13,0,Budget
Monica Federle,1758.3,456.86080000000004,38,0,Budget
Muhammed Lee,162.232,42.6648,7,0,Budget
Muhammed MacIntyre,775.414,58.8916,32,0,Budget
Muhammed Yedwab,4152.696,-371.7111,89,1,Regular
Nancy Lomonaco,1418.0900000000001,343.6381,44,0,Budget
Naresj Patel,5529.62,1208.8890000000001,77,1,Regular
Nat Carroll,2461.404,580.3075,54,1,Regular
Nat Gilpin,1869.58,313.63349999999997,45,0,Budget
Natalie DeCherney,4326.139,353.64549999999997,63,1,Regular
Natalie Fritzler,8322.826,-1695.9714,52,1,Regular
Natalie Webber,7234.014,1023.123,78,2,Premium
Nathan Cano,2218.9900000000002,-2204.8072,38,0,Budget
Nathan Gelder,1395.9379999999999,217.0893,41,0,Budget
Nathan Mautz,6459.344,2751.6848999999997,44,2,Premium
Neil Ducich,2893.455,443.33680000000004,36,0,Budget
Neil FranzÃ¶sisch,377.16200000000003,85.92779999999999,13,0,Budget
Neil Knudson,572.048,121.2177,51,0,Budget
Neola Schneider,2575.863,-12.303999999999997,52,1,Regular
Neoma Murray,2161.979,788.9525000000001,60,1,Regular
Nick Crebassa,8241.739,1314.758,64,2,Premium
Nick Radford,2367.277,-25.148799999999966,37,0,Budget
Nick Zandusky,2488.31,402.4236,77,1,Regular
Nicole Brennan,273.87199999999996,24.788800000000002,7,0,Budget
Nicole Fjeld,2031.472,388.2131,55,1,Regular
Nicole Hansen,2673.29,760.1666,52,1,Regular
Noah Childs,1821.742,-359.02099999999996,29,0,Budget
Noel Staavos,2964.823,-234.7714,113,1,Regular
Nona Balk,1972.599,117.6429,64,1,Regular
Nora Paige,3908.402,514.6002,46,1,Regular
Nora Pelletier,1228.698,514.5017,23,0,Budget
Nora Preis,7903.1825,631.2282,63,1,Regular
Odella Nelson,1567.52,-5.88900000000001,58,1,Regular
Olvera Toch,3818.624,-925.1203,51,1,Regular
Pamela Coakley,1832.064,272.685,22,0,Budget
Pamela Stobb,2181.479,-134.441,75,1,Regular
Parhena Norris,1467.152,192.0396,47,0,Budget
Patricia Hirasaki,729.648,47.8878,6,0,Budget
Patrick Bzostek,740.356,229.2257,54,0,Budget
Patrick Gardner,3086.907,137.46130000000002,83,1,Regular
Patrick Jones,1220.09,442.1355,46,0,Budget
Patrick O'Brill,7473.8282,38.47569999999996,91,1,Regular
Patrick O'Donnell,2493.214,437.8533,54,1,Regular
Patrick Ryan,1840.178,247.6226,43,0,Budget
Paul Gonzalez,1987.164,334.5163,61,1,Regular
Paul Knutson,1441.152,-798.705,14,0,Budget
Paul Lucas,239.481,-0.7527000000000026,29,0,Budget
Paul MacIntyre,1405.402,157.8768,16,0,Budget
Paul Prost,7252.608,1495.0854,138,2,Premium
Paul Stevenson,1278.639,198.5099,52,0,Budget
Paul Van Hugh,2876.046,434.52840000000003,52,1,Regular
Pauline Chand,1061.488,-184.3364,18,0,Budget
Pauline Johnson,1824.2340000000002,682.9979000000001,25,0,Budget
Pauline Webber,3454.916,803.8169,48,1,Regular
Penelope Sewall,6843.634,1742.7296999999999,47,2,Premium
Pete Armstrong,729.408,225.8588,27,0,Budget
Pete Kriz,8646.934,2038.2676000000001,107,2,Premium
Pete Takahito,160.572,-20.0508,19,0,Budget
Peter BÃ¼hler,688.324,218.15970000000002,18,0,Budget
Peter Fuller,9062.864,-614.2943000000001,75,1,Regular
Peter McVee,4115.662,526.7537,36,0,Budget
Philip Brown,1456.95,280.6606,54,0,Budget
Philip Fox,2770.0,196.87389999999996,34,0,Budget
Philisse Overcash,4893.043,1155.4331,65,1,Regular
Phillina Ober,1056.858,-49.70089999999999,32,0,Budget
Phillip Breyer,132.738,21.897000000000002,10,0,Budget
Phillip Flathmann,2206.1279999999997,591.3118000000001,32,0,Budget
Pierre Wener,3922.4150000000004,1290.354,39,1,Regular
Quincy Jones,6108.338,1203.6768,61,1,Regular
Rachel Payne,954.6452,59.538399999999996,47,0,Budget
Ralph Arnett,2617.906,546.0882,58,1,Regular
Ralph Kennedy,1460.192,269.688,29,0,Budget
Ralph Ritter,615.932,-73.835,7,0,Budget
Randy Bradley,1008.1959999999999,-164.40619999999998,16,0,Budget
Randy Ferguson,3309.15,633.7072000000001,67,1,Regular
Raymond Buch,15117.339,6976.0959,71,2,Premium
Raymond Messe,1453.474,392.1499,29,0,Budget
Resi PÃ¶lking,5153.084,465.25030000000015,88,1,Regular
Ricardo Emerson,48.36,6.045,5,0,Budget
Ricardo Sperren,3221.29,633.4513999999999,29,0,Budget
Richard Bierner,2663.0860000000002,477.23990000000003,66,1,Regular
Richard Eichhorn,876.696,209.2294,47,0,Budget
Rick Bensley,4715.466,640.5466,85,1,Regular
Rick Duston,4272.93,480.594,60,1,Regular
Rick Hansen,3621.3759999999997,563.7877,38,0,Budget
Rick Huthwaite,6979.18,1289.4535,43,2,Premium
Rick Reed,3302.2619999999997,721.6826,36,0,Budget
Rick Wilson,7397.401,1586.6273,89,2,Premium
Ritsa Hightower,740.382,0.30570000000000164,11,0,Budget
Rob Beeghly,528.546,76.8879,35,0,Budget
Rob Dowd,2912.8940000000002,734.5158,73,1,Regular
Rob Haberlin,2085.7400000000002,172.6261,43,0,Budget
Rob Lucas,6234.91,488.14840000000004,101,1,Regular
Rob Williams,3279.746,698.8325,53,1,Regular
Robert Barroso,221.084,72.679,29,0,Budget
Robert Dilbeck,2786.632,835.772,23,0,Budget
Robert Marley,5979.0960000000005,1902.5438000000001,39,2,Premium
Robert Waldorf,3495.646,707.5503,61,1,Regular
Roger Barcio,2067.45,243.07549999999998,22,0,Budget
Roger Demir,1419.737,207.3304,78,1,Regular
Roland Fjeld,2341.2960000000003,711.6168,53,1,Regular
Roland Murray,98.35,28.6879,4,0,Budget
Roland Schwarz,4159.7699999999995,1206.3851,54,1,Regular
Rose O'Brian,3815.478,-1262.5716000000002,48,0,Budget
Ross Baird,5633.316000000001,-461.73319999999995,92,1,Regular
Ross DeVincentis,1137.616,318.4625,63,1,Regular
Roy Collins,966.409,63.991400000000006,29,0,Budget
Roy FranzÃ¶sisch,945.222,280.0261,45,0,Budget
Roy Phan,2170.716,594.5868,61,1,Regular
Roy Skaria,22.328,9.5838,10,0,Budget
Ruben Ausman,3832.314,1292.8656,53,1,Regular
Ruben Dartt,3133.924,455.5292,85,1,Regular
Russell Applegate,4793.543,304.8673,75,1,Regular
Russell D'Ascenzo,970.9420000000001,35.05740000000001,33,0,Budget
Ryan Akin,1686.9225,-445.695,27,0,Budget
Ryan Crowe,885.752,10.563300000000002,44,0,Budget
Sally Hughsby,3406.8395,558.4739999999999,113,1,Regular
Sally Knutson,883.409,168.7933,19,0,Budget
Sally Matthias,244.49399999999997,-26.5927,26,0,Budget
Sam Craven,3362.9636,-317.0508,62,1,Regular
Sam Zeldin,3625.329,366.43030000000005,69,1,Regular
Sample Company A,4624.572,1011.7443,61,1,Regular
Sandra Flanagan,763.5459999999999,228.1623,35,0,Budget
Sandra Glassco,3406.5809999999997,570.438,30,0,Budget
Sanjit Chand,14142.333999999999,5757.411899999999,87,2,Premium
Sanjit Engle,12209.438000000002,2650.6769,78,2,Premium
Sanjit Jacobs,3949.656,144.1189,104,1,Regular
Saphhira Shifley,1324.028,332.3487,86,1,Regular
Sara Luxemburg,3053.012,527.9715,30,0,Budget
Sarah Bern,1348.02,157.6658,24,0,Budget
Sarah Brown,6410.996,885.4623999999999,45,1,Regular
Sarah Foster,3422.7859999999996,286.9046,74,1,Regular
Sarah Jordon,1341.036,-23.5137,35,0,Budget
Scot Coram,4371.9580000000005,440.14099999999996,49,1,Regular
Scot Wooten,1085.078,-19.60620000000001,33,0,Budget
Scott Cohen,3729.7929999999997,671.0033999999999,63,1,Regular
Scott Williamson,1966.65,332.8725,28,0,Budget
Sean Braxton,8057.891,-2082.7451,84,1,Regular
Sean Christensen,3979.065,229.1617,64,1,Regular
Sean Miller,25043.05,-1980.7393,50,2,Premium
Sean O'Donnell,2602.5755,-81.0858,52,1,Regular
Sean Wendt,1019.044,95.8383,25,0,Budget
Seth Vernon,11470.949999999999,1199.4242,109,2,Premium
Shahid Collister,5992.536,236.66149999999996,80,1,Regular
Shahid Hopkins,2180.718,-144.5229,45,0,Budget
Shahid Shariari,3056.8070000000002,-1010.9738,46,0,Budget
Sharelle Roach,3233.481,-3333.9144,34,0,Budget
Shaun Chance,1874.998,379.5611,44,0,Budget
Shaun Weien,2921.544,793.6548,18,0,Budget
Sheri Gordon,1884.798,-119.0105,62,1,Regular
Shirley Daniels,6121.114,1985.1671999999999,82,2,Premium
Shirley Jackson,1318.776,68.09629999999999,30,0,Budget
Shirley Schmidt,613.4,199.93449999999999,36,0,Budget
Shui Tom,433.34000000000003,84.4419,33,0,Budget
Sibella Parks,1306.086,-118.77570000000001,43,0,Budget
Skye Norling,1860.418,-716.8565000000001,67,1,Regular
Sonia Cooley,902.7280000000001,100.2253,30,0,Budget
Sonia Sunley,418.49,135.5401,17,0,Budget
Speros Goranitis,3124.832,463.269,49,1,Regular
Stefania Perrino,5440.319,-270.42819999999995,77,1,Regular
Stefanie Holloman,2096.392,260.6258,16,0,Budget
Stephanie Phelps,1872.4360000000001,268.4782,71,1,Regular
Stephanie Ulpright,2595.364,763.4719,61,1,Regular
Steve Carroll,1254.64,370.1578,26,0,Budget
Steve Chapman,2576.408,611.8291,66,1,Regular
Steve Nguyen,3127.9592,481.74989999999997,89,1,Regular
Steven Cartwright,5226.21,1276.6513,133,1,Regular
Steven Roelle,4345.8859999999995,1990.4243999999999,50,1,Regular
Steven Ward,758.6959999999999,68.2416,27,0,Budget
Stewart Carmichael,4492.657,-671.1874,75,1,Regular
Stewart Visinsky,4105.305,485.0272,91,1,Regular
Stuart Calhoun,279.25600000000003,51.8252,11,0,Budget
Stuart Van,1271.0900000000001,199.6502,24,0,Budget
Sue Ann Reed,4767.3415,610.1496000000001,75,1,Regular
Sung Chung,280.632,31.1757,13,0,Budget
Sung Pak,4282.94,566.7226,80,1,Regular
Sung Shariari,964.636,-75.586,39,0,Budget
Susan Gilcrest,47.946,-3.7073,17,0,Budget
Susan MacKendrick,1043.041,-237.2885,20,0,Budget
Susan Pistek,3990.689,14.692400000000003,57,1,Regular
Susan Vittorini,1903.491,106.8912,66,1,Regular
Suzanne McNair,5563.392,581.5741999999999,94,1,Regular
Sylvia Foulston,3336.535,539.9352,66,1,Regular
Tamara Chand,19052.218,8981.323900000001,42,2,Premium
Tamara Dahlen,1434.5480000000002,88.1897,67,1,Regular
Tamara Manning,2955.2259999999997,573.3013,67,1,Regular
Tamara Willingham,5278.826,737.3905,57,1,Regular
Tanja Norvell,3130.221,-692.0452,48,0,Budget
Ted Butterfield,1467.881,390.2113,66,1,Regular
Ted Trevino,4915.602,751.9567,66,1,Regular
Thais Sissman,4.833,-3.3156,4,0,Budget
Thea Hendricks,2422.824,-135.2125,29,0,Budget
Thea Hudgings,2942.772,-252.5539,29,0,Budget
Theone Pippenger,4454.0560000000005,1129.1261,55,1,Regular
Theresa Coyne,1038.26,265.5332,17,0,Budget
Theresa Swint,2163.6240000000003,260.87440000000004,60,1,Regular
Thomas Boland,3589.296,829.1635,36,0,Budget
Thomas Brumley,816.1740000000001,179.0038,23,0,Budget
Thomas Seio,5371.09,862.8877,67,1,Regular
Thomas Thornton,1427.0439999999999,278.7371,55,0,Budget
Tiffany House,1022.201,92.729,40,0,Budget
Tim Brockman,1602.376,260.6155,74,1,Regular
Tim Taslimi,439.5,93.9162,8,0,Budget
Toby Braunhardt,2198.45,490.9567,35,0,Budget
Toby Carlisle,4266.812,606.3727,63,1,Regular
Toby Gnade,3058.372,682.1704,30,0,Budget
Toby Ritter,675.9419999999999,220.36440000000002,22,0,Budget
Toby Swindell,974.7819999999999,-184.97889999999998,51,0,Budget
Todd Boyes,834.328,268.967,44,0,Budget
Todd Sumrall,11891.751,2371.7144000000003,59,2,Premium
Tom Ashbrook,14595.62,4703.7883,36,2,Premium
Tom Boeckenhauer,9133.99,2798.3689,55,2,Premium
Tom Prescott,5329.0048,-1087.3898,39,0,Budget
Tom Stivers,2054.14,48.70169999999999,31,0,Budget
Tonja Turnell,5364.808,1124.4999,48,1,Regular
Tony Chapman,1244.976,119.104,45,0,Budget
Tony Molinari,1094.6779999999999,292.52099999999996,12,0,Budget
Tony Sayre,2243.274,11.377899999999983,54,1,Regular
Tracy Blumstein,4737.486,-1603.0451,85,1,Regular
Tracy Collins,742.5580000000001,217.933,28,0,Budget
Tracy Hopkins,4234.0960000000005,-571.9678,44,0,Budget
Tracy Poddar,1936.6399999999999,139.22869999999995,48,0,Budget
Tracy Zic,1707.286,224.8887,30,0,Budget
Troy Blackwell,1387.559,-136.4091,29,0,Budget
Troy Staebel,2820.424,-294.6981,44,0,Budget
Trudy Brown,2797.668,379.882,60,1,Regular
Trudy Glocke,2074.661,365.7205,50,0,Budget
Trudy Schmidt,3368.094,220.91629999999998,52,1,Regular
Valerie Dominguez,6442.254,1617.7874000000002,71,2,Premium
Valerie Mitchum,2454.866,513.5269,37,0,Budget
Valerie Takahito,1736.596,-224.08889999999997,42,0,Budget
Vicky Freymann,847.944,-96.27799999999999,35,0,Budget
Victor Preis,993.9019999999999,205.3888,18,0,Budget
Victoria Brennan,2005.596,371.2398,37,0,Budget
Victoria Pisteka,3360.526,-1018.7768,65,1,Regular
Victoria Wilson,6134.0380000000005,-874.6645,77,1,Regular
Vivek Gonzalez,846.01,143.6268,32,0,Budget
Vivek Grady,427.372,-52.333,16,0,Budget
Vivek Sundaresam,1055.981,-262.8093,38,0,Budget
Vivian Mathis,380.69,116.6373,25,0,Budget
William Brown,6160.102,714.3311,146,1,Regular
Xylona Preis,2374.658,621.23,100,1,Regular
Yana Sorensen,6720.4439999999995,1778.2923,58,2,Premium
Yoseph Carroll,5454.35,1305.629,31,1,Regular
Zuschuss Carroll,8025.707,-1032.1490000000001,105,1,Regular
Zuschuss Donatelli,1493.944,249.1307,32,0,Budget
